Date,Open,High,Low,Close,Adj Close,Volume
2022-11-10 00:00:00-05:00,147.38999938964844,152.35000610351562,146.14999389648438,151.6300048828125,151.07211303710938,1863400
2022-11-11 00:00:00-05:00,152.2899932861328,156.39999389648438,151.64999389648438,155.67999267578125,155.10720825195312,1320800
2022-11-14 00:00:00-05:00,154.8300018310547,155.5800018310547,152.82000732421875,152.88999938964844,152.3274688720703,1155800
2022-11-15 00:00:00-05:00,154.52000427246094,156.1699981689453,150.47999572753906,152.77000427246094,152.20791625976562,1144300
2022-11-16 00:00:00-05:00,152.22000122070312,152.75,149.47000122070312,149.8000030517578,149.24884033203125,1366600
2022-11-17 00:00:00-05:00,148.2899932861328,148.2899932861328,146.2100067138672,147.89999389648438,147.3558349609375,1198800
2022-11-18 00:00:00-05:00,150.39999389648438,151.07000732421875,147.1699981689453,148.11000061035156,147.5650634765625,1133300
2022-11-21 00:00:00-05:00,147.14999389648438,149.58999633789062,147.02999877929688,148.32000732421875,147.7742919921875,1421900
2022-11-22 00:00:00-05:00,148.8300018310547,149.08999633789062,145.75999450683594,148.9199981689453,148.37208557128906,2038700
2022-11-23 00:00:00-05:00,149.10000610351562,150.05999755859375,148.47000122070312,150.05999755859375,149.5078887939453,1274200
2022-11-25 00:00:00-05:00,149.6999969482422,150.10000610351562,148.69000244140625,148.9499969482422,148.40196228027344,553400
2022-11-28 00:00:00-05:00,147.99000549316406,148.77000427246094,145.3800048828125,145.47999572753906,144.94473266601562,1200500
2022-11-29 00:00:00-05:00,144.99000549316406,146.08999633789062,144.33999633789062,144.91000366210938,144.37684631347656,1059300
2022-11-30 00:00:00-05:00,145.0500030517578,150.61000061035156,143.47999572753906,149.8300018310547,149.2787322998047,4354900
2022-12-01 00:00:00-05:00,151.67999267578125,153.52999877929688,150.27999877929688,151.94000244140625,151.38096618652344,1593600
2022-12-02 00:00:00-05:00,148.25,152.22000122070312,147.47999572753906,151.36000061035156,150.8031005859375,1703600
2022-12-05 00:00:00-05:00,149.22999572753906,151.5800018310547,149.05999755859375,150.4499969482422,149.89645385742188,1083000
2022-12-06 00:00:00-05:00,150.99000549316406,151.25,147.30999755859375,148.42999267578125,147.88388061523438,1268500
2022-12-07 00:00:00-05:00,147.9199981689453,149.5,147.49000549316406,147.97000122070312,147.4255828857422,1210200
2022-12-08 00:00:00-05:00,148.5500030517578,150.0500030517578,148.1199951171875,149.1699981689453,148.62115478515625,1059500
2022-12-09 00:00:00-05:00,151.72999572753906,152.75999450683594,150.3000030517578,150.35000610351562,149.7968292236328,1282300
2022-12-12 00:00:00-05:00,150.8000030517578,151.10000610351562,148.92999267578125,150.50999450683594,149.9562225341797,1511100
2022-12-13 00:00:00-05:00,155.97999572753906,157.17999267578125,151.4499969482422,152.72000122070312,152.15809631347656,1073900
2022-12-14 00:00:00-05:00,151.38999938964844,153.32000732421875,149.0,150.44000244140625,149.88648986816406,1148700
